OT,Aviso,Fecha_Inicio,Fecha_Fin,Linea,Equipo,Titulo_Falla,Descripcion_Tecnica,Tipo_Mantenimiento,Puesto_Trabajo,Responsable
OT1001810,AV2001810,2025-11-14 21:44:00.000000,2025-11-14 22:56:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001815,AV2001815,2025-11-15 03:07:00.000000,2025-11-15 04:02:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001813,AV2001813,2025-11-15 09:12:00.000000,2025-11-15 10:49:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001814,AV2001814,2025-11-15 11:36:00.000000,2025-11-15 11:56:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001816,AV2001816,2025-11-15 21:14:00.000000,2025-11-15 22:25:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001818,AV2001818,2025-11-16 00:44:00.000000,2025-11-16 02:10:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001820,AV2001820,2025-11-16 15:48:00.000000,2025-11-16 17:35:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001817,AV2001817,2025-11-16 16:09:00.000000,2025-11-16 16:43:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001819,AV2001819,2025-11-16 18:28:00.000000,2025-11-16 19:48:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001821,AV2001821,2025-11-17 22:22:00.000000,2025-11-17 23:23:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001822,AV2001822,2025-11-18 18:27:00.000000,2025-11-18 18:40:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001823,AV2001823,2025-11-18 23:56:00.000000,2025-11-19 01:04:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001825,AV2001825,2025-11-19 08:18:00.000000,2025-11-19 09:39:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001824,AV2001824,2025-11-19 08:46:00.000000,2025-11-19 09:15:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001826,AV2001826,2025-11-19 14:29:00.000000,2025-11-19 16:11:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001827,AV2001827,2025-11-20 15:28:00.000000,2025-11-20 16:40:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001829,AV2001829,2025-11-21 02:14:00.000000,2025-11-21 03:17:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001828,AV2001828,2025-11-21 08:56:00.000000,2025-11-21 10:54:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001830,AV2001830,2025-11-22 19:50:00.000000,2025-11-22 21:49:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001832,AV2001832,2025-11-23 15:44:00.000000,2025-11-23 17:07:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001831,AV2001831,2025-11-23 23:47:00.000000,2025-11-24 01:43:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001836,AV2001836,2025-11-24 00:42:00.000000,2025-11-24 02:29:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001834,AV2001834,2025-11-24 09:50:00.000000,2025-11-24 10:56:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001835,AV2001835,2025-11-24 14:28:00.000000,2025-11-24 16:07:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001833,AV2001833,2025-11-24 17:04:00.000000,2025-11-24 17:54:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001837,AV2001837,2025-11-25 02:31:00.000000,2025-11-25 02:43:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001838,AV2001838,2025-11-26 08:54:00.000000,2025-11-26 09:09:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001840,AV2001840,2025-11-26 09:01:00.000000,2025-11-26 09:15:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001839,AV2001839,2025-11-26 22:09:00.000000,2025-11-26 22:23:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001842,AV2001842,2025-11-27 10:46:00.000000,2025-11-27 11:49:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001841,AV2001841,2025-11-27 11:17:00.000000,2025-11-27 12:13:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001843,AV2001843,2025-11-27 11:52:00.000000,2025-11-27 13:28:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001844,AV2001844,2025-11-27 14:22:00.000000,2025-11-27 15:20:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001845,AV2001845,2025-11-28 16:43:00.000000,2025-11-28 17:01:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001846,AV2001846,2025-11-29 11:32:00.000000,2025-11-29 13:20:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001847,AV2001847,2025-11-30 04:02:00.000000,2025-11-30 04:31:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001848,AV2001848,2025-12-01 20:32:00.000000,2025-12-01 21:42:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001849,AV2001849,2025-12-02 18:55:00.000000,2025-12-02 20:50:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001850,AV2001850,2025-12-03 07:28:00.000000,2025-12-03 08:12:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001851,AV2001851,2025-12-03 09:26:00.000000,2025-12-03 10:25:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000365,AV2000365,2025-12-04 00:00:00.000000,2025-12-06 14:09:00,Línea 3,Túnel de frío,Fuga de refrigerante,Pérdida de rendimiento por microfuga en línea de líquido. Se soldó y se recargó R-404a.,Correctivo,MEC_01,Sistema Automático
OT1001853,AV2001853,2025-12-04 13:50:00.000000,2025-12-04 15:01:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001852,AV2001852,2025-12-04 23:32:00.000000,2025-12-04 23:58:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001854,AV2001854,2025-12-05 03:03:00.000000,2025-12-05 04:40:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001855,AV2001855,2025-12-05 17:37:00.000000,2025-12-05 17:49:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001856,AV2001856,2025-12-05 20:58:00.000000,2025-12-05 21:39:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001857,AV2001857,2025-12-06 05:31:00.000000,2025-12-06 07:19:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001859,AV2001859,2025-12-06 17:04:00.000000,2025-12-06 18:55:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001860,AV2001860,2025-12-06 19:25:00.000000,2025-12-06 19:47:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001858,AV2001858,2025-12-06 23:11:00.000000,2025-12-07 00:49:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001861,AV2001861,2025-12-07 05:39:00.000000,2025-12-07 07:01:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000068,AV2000068,2025-12-07 23:16:31.806152,2025-12-08 16:55:31,Línea 1 - Galletas soda,Mezclador 1 - 2,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001863,AV2001863,2025-12-08 03:36:00.000000,2025-12-08 03:59:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001862,AV2001862,2025-12-08 08:01:00.000000,2025-12-08 09:51:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001864,AV2001864,2025-12-09 03:59:00.000000,2025-12-09 05:46:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001865,AV2001865,2025-12-09 08:08:00.000000,2025-12-09 08:28:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000175,AV2000175,2025-12-09 19:04:30.541560,2025-12-11 06:24:30,Línea 4 - Alfajores,Inyectora - Formadora,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001866,AV2001866,2025-12-10 00:24:00.000000,2025-12-10 01:29:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001868,AV2001868,2025-12-10 00:42:00.000000,2025-12-10 01:58:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001867,AV2001867,2025-12-10 16:33:00.000000,2025-12-10 18:14:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001869,AV2001869,2025-12-11 20:09:00.000000,2025-12-11 20:47:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001870,AV2001870,2025-12-12 21:00:00.000000,2025-12-12 21:18:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001871,AV2001871,2025-12-13 01:21:00.000000,2025-12-13 02:37:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000268,AV2000268,2025-12-13 20:19:50.275278,2025-12-14 19:39:50,Línea 2 - Galleta tipo oblea,Cremadora,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001872,AV2001872,2025-12-13 23:29:00.000000,2025-12-14 01:16:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000326,AV2000326,2025-12-14 02:50:32.917026,2025-12-17 01:25:32,Línea 1 - Galletas soda,Horno,Problema en quemador,Quemador principal con mezcla rica. Se ajustó válvula proporcional de gas.,Correctivo,MEC_01,Sistema Automático
OT1001874,AV2001874,2025-12-14 03:35:00.000000,2025-12-14 04:26:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001873,AV2001873,2025-12-14 06:16:00.000000,2025-12-14 06:34:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001875,AV2001875,2025-12-14 10:33:00.000000,2025-12-14 12:01:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001878,AV2001878,2025-12-15 05:25:00.000000,2025-12-15 06:14:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001877,AV2001877,2025-12-15 08:34:00.000000,2025-12-15 09:08:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001879,AV2001879,2025-12-15 08:56:00.000000,2025-12-15 09:10:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000189,AV2000189,2025-12-15 09:27:38.919508,2025-12-16 17:05:38,Línea 4 - Alfajores,Robot paletizador,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001876,AV2001876,2025-12-15 17:59:00.000000,2025-12-15 19:07:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000327,AV2000327,2025-12-15 18:02:52.815434,2025-12-18 10:25:52,Línea 1 - Galletas soda,Horno,Fallo en resistencia térmica,Se detectó resistencia abierta en zona 2. Se procedió a reemplazo y pruebas de rampa térmica.,Correctivo,MEC_01,Sistema Automático
OT1001880,AV2001880,2025-12-16 16:08:00.000000,2025-12-16 17:36:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001881,AV2001881,2025-12-16 17:09:00.000000,2025-12-16 17:56:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001884,AV2001884,2025-12-17 06:37:00.000000,2025-12-17 07:58:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001883,AV2001883,2025-12-17 11:15:00.000000,2025-12-17 11:29:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001882,AV2001882,2025-12-17 13:00:00.000000,2025-12-17 13:57:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000217,AV2000217,2025-12-17 19:44:33.550784,2025-12-19 06:49:33,Línea 1 - Galletas soda,Agrupado,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001885,AV2001885,2025-12-17 22:55:00.000000,2025-12-17 23:22:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001886,AV2001886,2025-12-18 19:38:00.000000,2025-12-18 20:57:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001887,AV2001887,2025-12-19 02:55:00.000000,2025-12-19 03:41:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000273,AV2000273,2025-12-19 15:36:11.753571,2025-12-21 04:07:11,Línea 4 - Alfajores,Buffer,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1000067,AV2000067,2025-12-19 17:18:24.474445,2025-12-20 14:33:24,Línea 3,Bañadora,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001888,AV2001888,2025-12-19 19:46:00.000000,2025-12-19 21:04:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001889,AV2001889,2025-12-19 23:37:00.000000,2025-12-20 01:03:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001891,AV2001891,2025-12-20 03:15:00.000000,2025-12-20 04:45:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001890,AV2001890,2025-12-20 18:56:00.000000,2025-12-20 19:45:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001892,AV2001892,2025-12-20 20:12:00.000000,2025-12-20 21:06:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001893,AV2001893,2025-12-20 22:41:00.000000,2025-12-21 00:26:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000236,AV2000236,2025-12-21 12:11:40.443732,2025-12-22 01:28:40,Línea 2 - Galleta tipo oblea,Túnel de frío N°2,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001895,AV2001895,2025-12-21 15:39:00.000000,2025-12-21 17:21:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001894,AV2001894,2025-12-21 16:03:00.000000,2025-12-21 17:10:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001896,AV2001896,2025-12-22 04:45:00.000000,2025-12-22 06:01:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001897,AV2001897,2025-12-22 08:34:00.000000,2025-12-22 09:39:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000051,AV2000051,2025-12-22 17:35:40.878068,2025-12-24 09:04:40,Línea 3,Extrusores,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001899,AV2001899,2025-12-23 09:53:00.000000,2025-12-23 10:42:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001898,AV2001898,2025-12-23 23:03:00.000000,2025-12-24 00:43:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001900,AV2001900,2025-12-24 02:12:00.000000,2025-12-24 03:38:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001902,AV2001902,2025-12-24 08:19:00.000000,2025-12-24 10:17:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000052,AV2000052,2025-12-24 11:41:27.630773,2025-12-25 17:33:27,Línea 5 - Galleta exportada,Mesa de trabajo,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001901,AV2001901,2025-12-24 19:55:00.000000,2025-12-24 20:10:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000212,AV2000212,2025-12-24 21:18:59.379898,2025-12-25 08:53:59,Línea 5 - Galleta exportada,Túnel de frío,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001904,AV2001904,2025-12-25 04:32:00.000000,2025-12-25 05:00:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001903,AV2001903,2025-12-25 12:49:00.000000,2025-12-25 14:18:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001905,AV2001905,2025-12-25 19:01:00.000000,2025-12-25 19:50:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001908,AV2001908,2025-12-26 01:07:00.000000,2025-12-26 02:48:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000016,AV2000016,2025-12-26 02:20:32.778178,2025-12-27 14:44:32,Línea 4 - Alfajores,Envasadora,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001906,AV2001906,2025-12-26 04:18:00.000000,2025-12-26 04:40:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001907,AV2001907,2025-12-26 16:01:00.000000,2025-12-26 17:57:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000286,AV2000286,2025-12-26 20:52:35.290184,2025-12-28 09:28:35,Línea 3,Distribuidora,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001909,AV2001909,2025-12-27 11:05:00.000000,2025-12-27 11:56:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
