AUFNR,QMNUM,GSTRP,GLTRP,TPLNR,EQUNR,QMTXT,LTXTAUFK,AUART,ARBPL,ERNAM
4001693,20001693,2025-09-23 12:26:00+00:00,2025-09-23 14:52:00+0000,PGS-PR-LA4-BUF01,10004002,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,BAT_USER
4001692,20001692,2025-09-23 18:01:00+00:00,2025-09-23 20:17:00+0000,PGS-PR-LA4-ENV01,10004003,REINICIO CICLO,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,SYS_IIOT
4000160,20000160,2025-09-24 02:57:35+00:00,2025-09-24 05:14:35+0000,PGS-PR-LA5-TDF01,10004005,MANTT PREVENTIVO PROG,Se realizo la inspeccion visual y lubricacion de partes móviles segun plan de mantenimiento.,PM02,ELE-PREV,LGOMEZ
4001694,20001694,2025-09-24 14:30:00+00:00,2025-09-24 16:34:00+0000,PGS-PR-LA4-RPL01,10004006,m.paro oper,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,OPR_T3
4000245,20000245,2025-09-24 15:03:50+00:00,2025-09-25 15:15:50+0000,PGS-PR-LA5-AGR01,10009003,MTO PREV. PROGRAMADO,Se realizo la inspeccion visual y lubricacion de partes móviles segun plan de mantenimiento.,PM02,MEC-PREV,SYS_IIOT
4001695,20001695,2025-09-24 21:01:00+00:00,2025-09-24 22:26:00+0000,PGS-PR-LA4-BAN01,10004001,FALLA DE SENSOR,revisar en prox turno,PM03,OPR-TURNO,OPR_T1
4001696,20001696,2025-09-25 08:07:00+00:00,2025-09-25 10:33:00+0000,PGS-PR-LA4-INY01,10004004,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,OPR_T2
4001697,20001697,2025-09-26 20:15:00+00:00,2025-09-26 21:41:00+0000,PGS-PR-LA4-BAN01,10004001,REINICIO CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_IIOT
4001699,20001699,2025-09-26 23:39:00+00:00,2025-09-27 02:20:00+0000,PGS-PR-LA4-ENV01,10004003,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SYS_SCADA
4001698,20001698,2025-09-26 23:51:00+00:00,2025-09-27 01:57:00+0000,PGS-PR-LA4-RPL01,10004006,reinicio de ciclo HMI,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,OPR_T3
4001700,20001700,2025-09-27 04:39:00+00:00,2025-09-27 05:56:00+0000,PGS-PR-LA4-BAN01,10004001,fallo sensor temp,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_IIOT
4000287,20000287,2025-09-27 11:45:04+00:00,2025-09-27 14:08:04+0000,PGS-PR-LA5-TDF01,10004005,CAMBIO CONSUM,Ajuste de tensiones y calibracion de sensores opticos.,PM02,ELE-PREV,RPEREZ
4001702,20001702,2025-09-27 15:13:00+00:00,2025-09-27 17:23:00+0000,PGS-PR-LA4-TDF01,10004005,REINICIO CICLO,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,SUP-LINEA,SUP_LINEA
4001701,20001701,2025-09-27 22:28:00+00:00,2025-09-28 00:41:00+0000,PGS-PR-LA4-INY01,10004004,RESET CICLO PROD,revisar en prox turno,PM03,SUP-LINEA,OPR_T1
4001704,20001704,2025-09-28 08:19:00+00:00,2025-09-28 10:12:00+0000,PGS-PR-LA4-RPL01,10004006,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,BAT_USER
4001706,20001706,2025-09-28 13:17:00+00:00,2025-09-28 16:12:00+0000,PGS-PR-LA4-ENV01,10004003,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,BAT_USER
4001705,20001705,2025-09-28 16:03:00+00:00,2025-09-28 17:39:00+0000,PGS-PR-LA4-RPL01,10004006,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,OPR_T2
4001703,20001703,2025-09-28 22:25:00+00:00,2025-09-29 00:45:00+0000,PGS-PR-LA4-TDF01,10004005,micro-paro linea,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,OPR_T3
4001707,20001707,2025-09-29 20:46:00+00:00,2025-09-29 23:07:00+0000,PGS-PR-LA4-TDF01,10004005,sensor - fallo temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,RFC_PM
4001708,20001708,2025-09-29 21:36:00+00:00,2025-09-29 23:36:00+0000,PGS-PR-LA4-RPL01,10004006,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SYS_IIOT
4001709,20001709,2025-09-30 12:07:00+00:00,2025-09-30 14:48:00+0000,PGS-PR-LA4-ENV01,10004003,fallo sensor temp,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,OPR_T2
4001710,20001710,2025-10-01 13:11:00+00:00,2025-10-01 15:25:00+0000,PGS-PR-LA4-TDF01,10004005,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,RFC_PM
4000177,20000177,2025-10-01 16:44:20+00:00,2025-10-06 19:21:20+0000,PGS-PR-LA2-ARC01,10002007,Mto. Prev. Prog.,"Intervencion rapida, sin repuestos",PM02,MEC-PREV,PLOPEZ
4000168,20000168,2025-10-02 17:19:31+00:00,2025-10-02 20:02:31+0000,PGS-PR-LA5-TDF01,10004005,CAMBIO DE CONS.,AJUSTE DE TENSIONES Y CALIBRACIÓN DE SENSORES ÓPTICOS.,PM02,INSP-GEN,SYS_IIOT
4001711,20001711,2025-10-02 23:24:00+00:00,2025-10-03 01:22:00+0000,PGS-PR-LA4-RPL01,10004006,atasco producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,BAT_USER
4001712,20001712,2025-10-03 06:53:00+00:00,2025-10-03 08:46:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SUP_LINEA
4001714,20001714,2025-10-03 10:01:00+00:00,2025-10-03 12:29:00+0000,PGS-PR-LA4-BUF01,10004002,sensor - fallo temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_SCADA
4001715,20001715,2025-10-03 11:59:00+00:00,2025-10-03 14:35:00+0000,PGS-PR-LA4-TDF01,10004005,MICROPARO,revisar en prox turno,PM03,SUP-LINEA,SYS_IIOT
4000157,20000157,2025-10-03 13:36:05+00:00,2025-10-03 15:35:05+0000,PGS-PR-LA4-TDF01,10004005,AJ. Y CALIBRACION,LIMPIEZA PROFUNDA DE COMPONENTES Y VERIFICACIÓN DE AISLAMIENTOS ELÉCTRICOS.,PM02,MEC-PREV,RFC_PM
4001713,20001713,2025-10-03 20:18:00+00:00,2025-10-03 23:08:00+0000,PGS-PR-LA4-ENV01,10004003,ATASCO PROD,idem anterior,PM03,SUP-LINEA,RFC_PM
4001716,20001716,2025-10-04 10:18:00+00:00,2025-10-04 12:16:00+0000,PGS-PR-LA4-ENV01,10004003,FALLO SENS TEMP,revisar en prox turno,PM03,SUP-LINEA,SYS_SCADA
4000098,20000098,2025-10-05 06:15:28+00:00,2025-10-11 17:07:28+0000,PGS-PR-LA2-HRL01,10002001,Cmb. Consumibles,Ajuste de tensiones y calibracion de sensores opticos.,PM02,ELE-PREV,MEC_02
4001717,20001717,2025-10-05 20:51:00+00:00,2025-10-05 22:55:00+0000,PGS-PR-LA4-RPL01,10004006,MICRO PARO,revisar en prox turno,PM03,SUP-LINEA,SYS_SCADA
4001718,20001718,2025-10-06 07:47:00+00:00,2025-10-06 10:28:00+0000,PGS-PR-LA4-ENV01,10004003,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,RFC_PM
4001719,20001719,2025-10-06 19:23:00+00:00,2025-10-06 22:52:00+0000,PGS-PR-LA4-BUF01,10004002,REINICIO CICLO,Ver OT anterior. REINICIO CICLO,PM03,OPR-TURNO,OPR_T2
4001720,20001720,2025-10-07 06:01:00+00:00,2025-10-07 08:38:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio,sin observaciones,PM03,OPR-TURNO,SUP_LINEA
4001721,20001721,2025-10-07 12:55:00+00:00,2025-10-07 14:48:00+0000,PGS-PR-LA4-INY01,10004004,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,OPR_T2
4001722,20001722,2025-10-08 16:02:00+00:00,2025-10-08 18:50:00+0000,PGS-PR-LA4-ENV01,10004003,REINICIO CICLO,Ver OT anterior. REINICIO CICLO,PM03,SUP-LINEA,BAT_USER
4001723,20001723,2025-10-09 21:03:00+00:00,2025-10-09 22:47:00+0000,PGS-PR-LA4-INY01,10004004,ATASCO PROD,"Intervencion rapida, sin repuestos",PM03,SUP-LINEA,RFC_PM
4001724,20001724,2025-10-10 03:58:00+00:00,2025-10-10 05:59:00+0000,PGS-PR-LA4-ENV01,10004003,FALLO SENS TEMP,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,SUP-LINEA,SYS_IIOT
4000319,20000319,2025-10-10 08:17:12+00:00,2025-10-11 09:57:12+0000,PGS-PR-LA1-HRN01,10001001,PROBL. QUEMADOR,Quemador principal con mezcla rica. Se ajustó válvula proporcional de gas.,PM01,TURNO-A,MEC_02
4001725,20001725,2025-10-11 05:37:00+00:00,2025-10-11 07:54:00+0000,PGS-PR-LA4-INY01,10004004,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,BAT_USER
4001726,20001726,2025-10-12 15:04:00+00:00,2025-10-12 17:38:00+0000,PGS-PR-LA4-BUF01,10004002,Atasco - producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,OPR_T2
4001727,20001727,2025-10-13 20:37:00+00:00,2025-10-13 23:27:00+0000,PGS-PR-LA4-ENV01,10004003,REINICIO CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_SCADA
4001729,20001729,2025-10-14 03:40:00+00:00,2025-10-14 05:50:00+0000,PGS-PR-LA4-INY01,10004004,MICRO PARO OPER.,equipo normalizado,PM03,OPR-TURNO,SYS_SCADA
4001728,20001728,2025-10-14 22:18:00+00:00,2025-10-15 00:32:00+0000,PGS-PR-LA4-ENV01,10004003,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4001730,20001730,2025-10-15 03:18:00+00:00,2025-10-15 05:45:00+0000,PGS-PR-LA4-TDF01,10004005,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_IIOT
4001731,20001731,2025-10-16 14:37:00+00:00,2025-10-16 16:15:00+0000,PGS-PR-LA4-RPL01,10004006,REINICIO CICLO,Se normalizo. OK,PM03,SUP-LINEA,BAT_USER
4001732,20001732,2025-10-16 18:50:00+00:00,2025-10-16 21:52:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO MENOR PROD.,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,OPR_T1
4001733,20001733,2025-10-17 03:57:00+00:00,2025-10-17 05:36:00+0000,PGS-PR-LA4-RPL01,10004006,MICROPARO,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,SUP-LINEA,SYS_IIOT
4001736,20001736,2025-10-17 11:02:00+00:00,2025-10-17 12:14:00+0000,PGS-PR-LA4-BAN01,10004001,MICRO PARO,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,SYS_SCADA
4001735,20001735,2025-10-17 20:37:00+00:00,2025-10-17 23:30:00+0000,PGS-PR-LA4-BUF01,10004002,RESET CICLO PROD,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,BAT_USER
4000141,20000141,2025-10-17 23:09:32+00:00,2025-10-18 21:08:32+0000,PGS-PR-LA2-AGR01,10009003,Insp. de rutina,CAMBIO DE FILTROS Y REVISIÓN DE PARÁMETROS DE OPERACIÓN ESTÁNDAR.,PM02,INSP-GEN,AMARTINEZ
4001734,20001734,2025-10-17 23:41:00+00:00,2025-10-18 01:17:00+0000,PGS-PR-LA4-BAN01,10004001,Rst. de ciclo,revisar en prox turno,PM03,SUP-LINEA,OPR_T1
4001739,20001739,2025-10-18 01:46:00+00:00,2025-10-18 04:26:00+0000,PGS-PR-LA4-TDF01,10004005,FALLA SENS. OPTICO,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,RFC_PM
4001737,20001737,2025-10-18 01:59:00+00:00,2025-10-18 03:40:00+0000,PGS-PR-LA4-INY01,10004004,MICRO PARO OPER.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,SYS_IIOT
4000176,20000176,2025-10-18 06:05:38+00:00,2025-10-25 00:18:38+0000,PGS-PR-LA2-HRL01,10002001,CAMBIO DE CONS.,AJUSTE DE TENSIONES Y CALIBRACIÓN DE SENSORES ÓPTICOS.,PM02,ELE-PREV,MEC_01
4001738,20001738,2025-10-18 16:56:00+00:00,2025-10-18 18:54:00+0000,PGS-PR-LA4-TDF01,10004005,micro-paro linea,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,SUP_LINEA
4001740,20001740,2025-10-19 07:38:00+00:00,2025-10-19 09:34:00+0000,PGS-PR-LA4-INY01,10004004,Rst. de ciclo,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_SCADA
4000013,20000013,2025-10-19 21:25:03+00:00,2025-10-20 22:48:03+0000,PGS-PR-LA1-HRN01,10001001,MTTO PREVENTIVO,Se realizo la inspeccion visual y lubricacion de partes móviles segun plan de mantenimiento.,PM02,INSP-GEN,AMARTINEZ
4001742,20001742,2025-10-20 02:16:00+00:00,2025-10-20 04:54:00+0000,PGS-PR-LA4-ENV01,10004003,Atasco - producto,revisar en prox turno,PM03,OPR-TURNO,BAT_USER
4001741,20001741,2025-10-20 04:31:00+00:00,2025-10-20 06:41:00+0000,PGS-PR-LA4-RPL01,10004006,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,RFC_PM
4001743,20001743,2025-10-20 18:19:00+00:00,2025-10-20 20:43:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio de ciclo HMI,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SUP_LINEA
4001744,20001744,2025-10-21 02:35:00+00:00,2025-10-21 05:21:00+0000,PGS-PR-LA4-ENV01,10004003,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_SCADA
4001746,20001746,2025-10-21 17:34:00+00:00,2025-10-21 18:47:00+0000,PGS-PR-LA4-BAN01,10004001,FALLA DE SENSOR,Se normalizo. OK,PM03,OPR-TURNO,OPR_T2
4001745,20001745,2025-10-21 22:50:00+00:00,2025-10-22 01:39:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO MENOR PROD.,sin observaciones,PM03,SUP-LINEA,OPR_T3
4001747,20001747,2025-10-22 00:18:00+00:00,2025-10-22 03:46:00+0000,PGS-PR-LA4-BUF01,10004002,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,SYS_IIOT
4001749,20001749,2025-10-22 13:10:00+00:00,2025-10-22 15:31:00+0000,PGS-PR-LA4-TDF01,10004005,sensor - fallo temporal,sin observaciones,PM03,OPR-TURNO,SYS_IIOT
4001748,20001748,2025-10-22 23:19:00+00:00,2025-10-23 01:45:00+0000,PGS-PR-LA4-INY01,10004004,RESET CICLO PROD,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,OPR_T3
4001750,20001750,2025-10-23 03:16:00+00:00,2025-10-23 05:19:00+0000,PGS-PR-LA4-INY01,10004004,fallo sensor temp,Se normalizo. OK,PM03,SUP-LINEA,BAT_USER
4001751,20001751,2025-10-23 11:27:00+00:00,2025-10-23 13:59:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_SCADA
4001752,20001752,2025-10-23 15:16:00+00:00,2025-10-23 17:16:00+0000,PGS-PR-LA4-INY01,10004004,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_IIOT
4001755,20001755,2025-10-24 06:01:00+00:00,2025-10-24 08:23:00+0000,PGS-PR-LA4-TDF01,10004005,REINICIO CICLO,"Intervencion rapida, sin repuestos",PM03,OPR-TURNO,RFC_PM
4001756,20001756,2025-10-24 08:52:00+00:00,2025-10-24 10:56:00+0000,PGS-PR-LA4-RPL01,10004006,RST CICLO,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,SYS_IIOT
4001754,20001754,2025-10-24 14:09:00+00:00,2025-10-24 16:47:00+0000,PGS-PR-LA4-ENV01,10004003,Micro paro - operativo,idem anterior,PM03,OPR-TURNO,RFC_PM
4001753,20001753,2025-10-24 19:06:00+00:00,2025-10-24 21:17:00+0000,PGS-PR-LA4-RPL01,10004006,MICROPARO,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,SYS_IIOT
4000320,20000320,2025-10-25 10:36:18+00:00,2025-10-26 12:44:18+0000,PGS-PR-LA1-HRN01,10001001,problema quemador,Quemador principal con mezcla rica. Se ajustó válvula proporcional de gas.,PM01,MEC-CORR,MEC_01
4001758,20001758,2025-10-25 14:46:00+00:00,2025-10-25 16:47:00+0000,PGS-PR-LA4-INY01,10004004,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_SCADA
4001757,20001757,2025-10-25 20:39:00+00:00,2025-10-25 23:02:00+0000,PGS-PR-LA4-TDF01,10004005,FALLA SENS. OPTICO,Ver OT anterior. FALLA SENS. OPTICO,PM03,OPR-TURNO,BAT_USER
4001759,20001759,2025-10-25 23:34:00+00:00,2025-10-26 01:03:00+0000,PGS-PR-LA4-BAN01,10004001,atasco menor,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,OPR-TURNO,BAT_USER
4001760,20001760,2025-10-26 02:58:00+00:00,2025-10-26 05:02:00+0000,PGS-PR-LA4-RPL01,10004006,fallo sensor temp,fallo sensor temp - sin novedad,PM03,SUP-LINEA,BAT_USER
4001762,20001762,2025-10-26 20:19:00+00:00,2025-10-26 22:08:00+0000,PGS-PR-LA4-INY01,10004004,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,RFC_PM
4001761,20001761,2025-10-26 20:29:00+00:00,2025-10-26 22:10:00+0000,PGS-PR-LA4-BAN01,10004001,sensor - fallo temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,BAT_USER
4001763,20001763,2025-10-27 03:13:00+00:00,2025-10-27 05:10:00+0000,PGS-PR-LA4-RPL01,10004006,Falla sens. prox,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SYS_SCADA
4001765,20001765,2025-10-27 18:17:00+00:00,2025-10-27 20:42:00+0000,PGS-PR-LA4-BUF01,10004002,reinicio de ciclo HMI,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,RFC_PM
4001764,20001764,2025-10-27 22:53:00+00:00,2025-10-28 00:32:00+0000,PGS-PR-LA4-BAN01,10004001,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,RFC_PM
4001766,20001766,2025-10-28 02:44:00+00:00,2025-10-28 04:41:00+0000,PGS-PR-LA4-INY01,10004004,sensor - fallo temporal,ok,PM03,SUP-LINEA,OPR_T1
4000321,20000321,2025-10-28 17:35:31+00:00,2025-10-29 14:04:31+0000,PGS-PR-LA1-HRN01,10001001,Prob. en quemador,Ver OT anterior. Prob. en quemador,PM01,TURNO-C,LGOMEZ
4001767,20001767,2025-10-28 19:53:00+00:00,2025-10-28 23:04:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO MENOR PROD.,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4001768,20001768,2025-10-29 04:04:00+00:00,2025-10-29 06:21:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio de ciclo HMI,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_IIOT
4000322,20000322,2025-10-29 06:49:31+00:00,2025-10-30 07:00:31+0000,PGS-PR-LA1-HRN01,10001001,alarma de gases,Fallo en el motor de extracción de gases. Se reemplazaron rodamientos.,PM01,TURNO-A,MEC_01
4001770,20001770,2025-10-30 02:58:00+00:00,2025-10-30 04:55:00+0000,PGS-PR-LA4-INY01,10004004,FALLA SENS. OPTICO,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,SUP-LINEA,SYS_SCADA
4000323,20000323,2025-10-30 08:01:07+00:00,2025-10-31 10:20:07+0000,PGS-PR-LA1-HRN01,10001001,caida de temperatura,Termocupla defectuosa enviando valores erráticos. Reemplazo y calibracion en PID.,PM01,TURNO-C,MEC_03
4000296,20000296,2025-10-30 12:38:21+00:00,2025-11-03 12:35:21+0000,PGS-PR-LA3-CRT01,10002003,prev. programado,prev. programado. resuelto,PM02,ELE-PREV,RFC_PM
4001769,20001769,2025-10-30 13:26:00+00:00,2025-10-30 15:26:00+0000,PGS-PR-LA4-RPL01,10004006,MICRO PARO OPER.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,SYS_SCADA
4001771,20001771,2025-10-31 14:09:00+00:00,2025-10-31 16:19:00+0000,PGS-PR-LA4-RPL01,10004006,atasco menor,equipo normalizado,PM03,SUP-LINEA,SYS_SCADA
4001772,20001772,2025-10-31 17:28:00+00:00,2025-10-31 18:46:00+0000,PGS-PR-LA4-BAN01,10004001,sensor - fallo temporal,equipo normalizado,PM03,OPR-TURNO,RFC_PM
4001774,20001774,2025-11-01 02:31:00+00:00,2025-11-01 04:27:00+0000,PGS-PR-LA4-RPL01,10004006,micro-paro linea,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,OPR_T3
4001773,20001773,2025-11-01 03:49:00+00:00,2025-11-01 05:30:00+0000,PGS-PR-LA4-INY01,10004004,fallo sensor temp,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_IIOT
4001775,20001775,2025-11-01 16:15:00+00:00,2025-11-01 19:48:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,OPR_T3
4001776,20001776,2025-11-01 20:31:00+00:00,2025-11-01 23:35:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4000082,20000082,2025-11-02 18:13:09+00:00,2025-11-06 21:18:09+0000,PGS-PR-LA2-TF201,10002006,MANTT PREVENTIVO PROG,equipo normalizado,PM02,ELE-PREV,BAT_USER
4001777,20001777,2025-11-02 18:29:00+00:00,2025-11-02 20:33:00+0000,PGS-PR-LA4-ENV01,10004003,RST CICLO,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,SYS_IIOT
4001779,20001779,2025-11-03 08:41:00+00:00,2025-11-03 10:19:00+0000,PGS-PR-LA4-BAN01,10004001,micro-paro linea,ok,PM03,SUP-LINEA,SYS_IIOT
4001780,20001780,2025-11-03 15:49:00+00:00,2025-11-03 18:23:00+0000,PGS-PR-LA4-ENV01,10004003,micro-paro linea,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,OPR_T1
4001778,20001778,2025-11-03 16:42:00+00:00,2025-11-03 18:58:00+0000,PGS-PR-LA4-INY01,10004004,ATASCO L4,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,OPR-TURNO,OPR_T1
4001783,20001783,2025-11-04 11:12:00+00:00,2025-11-04 14:43:00+0000,PGS-PR-LA4-BUF01,10004002,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,BAT_USER
4001781,20001781,2025-11-04 11:13:00+00:00,2025-11-04 13:40:00+0000,PGS-PR-LA4-BUF01,10004002,reinicio de ciclo HMI,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,SUP-LINEA,SUP_LINEA
4001782,20001782,2025-11-04 15:51:00+00:00,2025-11-04 17:50:00+0000,PGS-PR-LA4-RPL01,10004006,reinicio,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,RFC_PM
4001784,20001784,2025-11-04 21:09:00+00:00,2025-11-05 00:03:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_SCADA
4001785,20001785,2025-11-05 07:49:00+00:00,2025-11-05 08:58:00+0000,PGS-PR-LA4-BAN01,10004001,reinicio,reinicio. resuelto,PM03,OPR-TURNO,BAT_USER
4001786,20001786,2025-11-05 13:01:00+00:00,2025-11-05 15:11:00+0000,PGS-PR-LA4-TDF01,10004005,Atasco - producto,equipo normalizado,PM03,OPR-TURNO,BAT_USER
4001787,20001787,2025-11-06 05:41:00+00:00,2025-11-06 08:12:00+0000,PGS-PR-LA4-ENV01,10004003,sensor - fallo temporal,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,SYS_SCADA
4001790,20001790,2025-11-06 11:28:00+00:00,2025-11-06 13:05:00+0000,PGS-PR-LA4-RPL01,10004006,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,OPR_T2
4000324,20000324,2025-11-06 11:52:29+00:00,2025-11-07 14:05:29+0000,PGS-PR-LA1-HRN01,10001001,RESIST. TERMICA ABIERTA,Se detecto resistencia abierta en zona 2. Se procedio a reemplazo y pruebas de rampa térmica.,PM01,TURNO-C,MRODRIG
